Arnsau;53547
Arnsbach;07330
Arnsberg;59755
Arnsberg;59757
Arnsberg;59759
Arnsberg;59821
Arnsberg;59823
Arnschwang;93473
Arnsdorf;01477
Arnsdorf;06917
Arnsgereuth;07318
Arnsgrün;07952
Arnshöfen;56244
Arnsnesta;04916
Arnstadt;99310
Arnstedt;06333
Arnstein;56379
Arnstein;97450
Arnstorf;94424
Arpsdorf;24634
Arpshagen;23948
Arrach;93474
Arras;09326
Artamhof;66849
Artern;06556
Artlenburg;21380
Arzbach;56337
Arzberg;04886
Arzberg;95659
Arzfeld;54687
Asbach;53567
Asbach;55758
Asbach;89522
Asbach;98574
Asbach-Bäumenheim;86663
Asbacherhütte;55758
Asbach-Sickenberg;37318
Ascha;94347
Aschaffenburg;63739
Aschaffenburg;63741
Aschaffenburg;63743
Aschara;99958
Aschau;07426
Aschau;83229
Aschau;84544
Aschbach;67753
Aschbach;83739
Ascheberg;24326
Ascheberg;59387
Ascheffel;24358
Aschendorf;26871
Aschenhausen;98634
Aschenhütte;37412
Aschersleben;06449
Aschheim;85609
Aseleben;06317
Asendorf;21271
Asendorf;27330
Aspach;71546
Aspach;99880
Aspelhorn;21388
Aspenstedt;38822
Asperg;71679
Aspisheim;55459
Assamstadt;97959
Asselfingen;89176
Aßlar;35614
Aßling;85617
Ast;83565
Ast;93449
Astert;57627
Ateritz;06901
Athenstedt;38822
Attendorn;57439
Attenhausen;56370
Attenhofen;84091
Attenkirchen;85395
Attenweiler;88448
Atterwasch;03172
Atting;94348
Atzelgift;57629
Atzendorf;39443
Atzlbach;83364
Au;76474
Au;79280
Au;83364
Au;83546
Au;84072
Aub;97239
Aubstadt;97633
Audenhain;04838
Auderath;56766
Aue;08280
Aue a Berg;07318
Auel;56357
Auen;55569
Auenwald;71549
Auerbach;08209
Auerbach;09392
Auerbach;91275
Auerbach;94530
Auerberg;95703
Auerstedt;99518
Auetal;31749
Aufhausen;93089
Aufkirchen;82282
Aufseß;91347
Auggen;79424
Augsburg;86150
Augsburg;86152
Augsburg;86153
Augsburg;86154
Augsburg;86156
Augsburg;86157
Augsburg;86159
Augsburg;86161
Augsburg;86163
Augsburg;86165
Augsburg;86167
Augsburg;86169
Augsburg;86179
Augsburg;86199
Augsdorf;06308
Augustdorf;32832
Augustusburg;09573
Auhagen;31553
Auhausen;86736
Auhof;74564
Aukrug;24613
Auleben;99765
Aulendorf;88326
Aull;65582
Aulosen;39615
Auma;07955
Aumühle;21521
Aura;97717
Aura;97773
Aurach;91589
Aurachtal;91086
Aurich;26603
Aurich;26605
Aurich;26607
Ausacker;24975
Ausleben;39393
Außernzell;94532
Authausen;04849
Auufer;25548
Auw;54597
Auw;54664
Auwies;94568
Aventoft;25927
Averlak;25715
Axien;06922
Axstedt;27729
Aying;85653
Ayl;54441
Aystetten;86482
Azmannsdorf;99198
Azmannsdorf;99198
Baabe;18586
Baalberge;06408
Baar;56729
Baar;86674
Baar-Ebenhausen;85107
Baarz;19309
Baasdorf;06388
Babben;03246
Bäbelin;23992
Baben;39596
Babenhausen;64832
Babenhausen;87727
Babensham;83547
Babke;17237
Babst;23992
Bach;04828
Bach;83364
Bach;83739
Bach;93090
Bacharach;55422
Bachenberg;57610
Bachfeld;96528
Bachhagel;89429
Bächingen;89431
Bachzelten;84428
Backnang;71522
Bad Abbach;93077
Bad Aibling;83043
Bad Alexandersbad;95680
Bad Arolsen;34454
Bad Bayersoien;82435
Bad Bederkesa;27624
Bad Bellingen;79415
Bad Bentheim;48455
Bad Bergzabern;76887
Bad Berka;99438
Bad Berleburg;57319
Bad Berneck;95460
Bad Bertrich;56864
Bad Bevensen;29549
Bad Bibra;06647
Bad Birnbach;84364
Bad Blankenburg;07422
Bad Bocklet;97708
Bad Bodenteich;29389
Bad Brambach;08648
Bad Bramstedt;24576
Bad Breisig;53498
Bad Brückenau;97769
Bad Buchau;88422
Bad Camberg;65520
Bad Colberg-Heldburg;98663
Bad Ditzenbach;73342
Bad Doberan;18209
Bad Driburg;33014
Bad Düben;04849
Bad Dürkheim;67098
Bad Dürrenberg;06231
Bad Dürrheim;78073
Bad Eilsen;31707
Bad Elster;08645
Bad Ems;56130
Bad Emstal;34308
Bad Endbach;35080
Bad Endorf;83093
Bad Essen;49152
Bad Feilnbach;83075
Bad Frankenhausen;06567
Bad Freienwalde;16259
Bad Friedrichshall;74177
Bad Füssing;94072
Bad Gandersheim;37581
Bad Gottleuba;01816
Bad Griesbach;94086
Bad Grönenbach;87730
Bad Grund;37539
Bad Harzburg;38667
Bad Heilbrunn;83670
Bad Herrenalb;76332
Bad Hersfeld;36251
Bad Homburg;61348
Bad Homburg;61350
Bad Homburg;61352
Bad Honnef;53604
Bad Hönningen;53557
Bad Iburg;49186
Bad Karlshafen;34385
Bad Kissingen;97688
Bad Kleinen;23996
Bad Klosterlausnitz;07639
Bad Kohlgrub;82433
Bad König;64732
Bad Königshofen;97631
Bad Kösen;06628
Bad Köstritz;07586
Bad Kreuznach;55543
Bad Kreuznach;55545
Bad Krozingen;79189
Bad Laasphe;57334
Bad Laer;49196
Bad Langensalza;99947
Bad Lauchstädt;06246
Bad Lausick;04651
Bad Lauterberg;37431
Bad Liebenstein;36448
Bad Liebenwerda;04924
Bad Liebenzell;75378
Bad Lippspringe;33175
Bad Marienberg;56470
Bad Mergentheim;97980
Bad Münder;31848
Bad Münster-Ebernburg;55583
Bad Münstereifel;53902
Bad Muskau;02953
Bad Nauheim;61231
Bad Nenndorf;31542
Bad Neuenahr-Ahrweiler;53474
Bad Neustadt;97616
Bad Oeynhausen;32545
Bad Oeynhausen;32547
Bad Oeynhausen;32549
Bad Oldesloe;23843
Bad Orb;63619
Bad Peterstal-Griesbach;77740
Bad Pyrmont;31812
Bad Rappenau;74906
Bad Reichenhall;83435
Bad Rippoldsau-Schapbach;77776
Bad Rodach;96476
Bad Rothenfelde;49214
Bad Saarow-Pieskow;15526
Bad Sachsa;37441
Bad Säckingen;79713
Bad Salzdetfurth;31162
Bad Salzschlirf;36364
Bad Salzuflen;32105
Bad Salzuflen;32107
Bad Salzuflen;32108
Bad Salzungen;36433
Bad Sassendorf;59505
Bad Saulgau;88348
Bad Schandau;01814
Bad Schmiedeberg;06905
Bad Schönborn;76669
Bad Schussenried;88427
Bad Schwalbach;65307
Bad Schwartau;23611
Bad Segeberg;23795
Bad Sobernheim;55566
Bad Soden;65812
Bad Soden-Salmünster;63628
Bad Sooden-Allendorf;37242
Bad Staffelstein;96231
Bad Steben;95138
Bad Suderode;06507
Bad Sulza;99518
Bad Sülze;18334
Bad Teinach-Zavelstein;75385
Bad Tennstedt;99955
Bad Tölz;83646
Bad Überkingen;73337
Bad Urach;72574
Bad Vilbel;61118
Bad Waldsee;88339
Bad Wiessee;83707
Bad Wildbad;75323
Bad Wildungen;34537
Bad Wilsnack;19336
Bad Wimpfen;74206
Bad Windsheim;91438
Bad Wörishofen;86825
Bad Wünnenberg;33181
Bad Wurzach;88410
Bad Zwesten;34596
Bad Zwischenahn;26160
Badbergen;49635
Baddeckenstedt;38271
Badeborn;06493
Badekow;19258
Badel;39624
Badem;54657
Baden-Baden;76530
Baden-Baden;76532
Baden-Baden;76534
Badendorf;23619
Badenhard;56291
Badenhausen;37534
Badenheim;55576
Badenmühle;18209
Badenweiler;79410
Badersleben;38836
Badingen;16775
Badingen;39579
Badisch Schöllenbach;64754
Badow;19209
Badra;99706
Baek;19348
Baesweiler;52499
Bagemühl;17326
Bagenz;03130
Bagow;14778
Bahlenhüschen;19089
Bahlingen;79353
Bahnhof Zimmernsupra-Töttelstädt;99100
Bahnhof Zimmernsupra-Töttelstädt;99100
Bahnitz;14715
Bahnsdorf;01983
Bahnsdorf;04895
Bahnstock;88441
Bahratal;01816
Bahrdorf;38459
Bahren;03249
Bahrenborstel;27245
Bahrendorf;39171
Bahrenfleth;25569
Bahrenhof;23845
Bahrenhorst;18211
Bahretal;01819
Bahro;15898
Baienfurt;88255
Baierbach;84171
Baierbrunn;82065
Baierhof;73079
Baiern;85625
Baiersbronn;72270
Baiersdorf;91083
Baindt;88255
Baisweil;87650
Baitz;14806
Bäk;23909
Bakum;49456
Bälau;23881
Balderschwang;87538
Baldham;85598
Baldringen;54314
Balduinstein;65558
Balesfeld;54597
Balge;31609
Balgheim;78582
Balgstädt;06632
Balingen;72336
Balje;21730
Balkenkoppel;18320
Ballendorf;89177
Ballenstedt;06493
Ballerstedt;39606
Ballhausen;99955
Ballrechten-Dottingen;79282
Ballstädt;99869
Ballstedt;99439
Balow;19300
Bälow;19322
Baltmannsweiler;73666
Baltrum;26579
Balve;58802
Balzhausen;86483
Balzheim;88481
Bamberg;96047
Bamberg;96049
Bamberg;96050
Bamberg;96052
Bamme;14715
Bammental;69245
Bandau;38486
Bandekow;19249
Bandekow;19273
Bandelin;17506
Bandenitz;19230
Bandow;18258
Bann;66851
Bannberscheid;56424
Bannesdorf;23769
Bannewitz;01728
Banteln;31029
Bantikow;16868
Bantin;19246
Banzendorf;16835
Banzenhof;54619
Banzin;19260
Banzkow;19079
Barbelroth;76889
Barbing;93092
Barby;39249
Barchfeld;36456
Bardenitz;14913
Bardowick;21357
Bärenbach;55483
Bärenbach;55758
Bärenbach;73655
Bärenbrunnerhof;66996
Bärenbrunnermühle;66996
Barenburg;27245
Barendorf;21397
Barendorf;23936
Bärenhof;73529
Bärenklau;03172
Bärenklau;16727
Bärenstein;01768
Bärenstein;09471
Bärenthal;78580
Barenthin;16866
Bargenstedt;25704
Bargfeld-Stegen;23863
Bargholz;25563
Bargischow;17398
Bargstall;24806
Bargstedt;21698
Bargstedt;24793
Bargteheide;22941
Bargum;25842
Bark;23826
Barkelsby;24360
Barkenholm;25791
Barkhorn;24863
Barkow;19395
Barleben;39179
Barlt;25719
Barmissen;24245
Barmstedt;25355
Bärnau;95671
Barneberg;39393
Barnekow;23968
Barnewitz;14715
Barnin;19089
Barnitz;23858
Bärnsdorf;01471
Barnstädt;06268
Barnstedt;21406
Barnstorf;49406
Barntrup;32683
Barsbek;24217
Barsbüttel;22885
Barsdorf;16775
Barsikow;16845
Barsinghausen;30890
Barßel;26676
Bartelshagen II;18314
Bartenshagen;18209
Bartensleben;39343
Barth;18356
Bartholomä;73566
Bartow;17089
Barum;21357
Barum;29576
Baruth;15837
Barver;49453
Bärwalde;14913
Barwedel;38476
Barweiler;53534
Bärweiler;55606
Barzig;01994
Basberg;54578
Basdahl;27432
Basdorf;16352
Basdorf;16818
Basedow;17139
Basedow;21483
Bassenheim;56220
Bassum;27211
Bastheim;97654
Basthorst;21493
Bastorf;18230
Battaune;04838
Battenberg;35088
Battenberg;67271
Battgendorf;99625
Battin;06917
Battinsthal;17328
Battweiler;66484
Batzlow;15377
Bauda;01561
Baudenbach;91460
Bauerbach;98617
Bauerkuhl;19372
Bauler;53534
Bauler;54673
Baumersroda;06632
Baumgarten;16775
Baumgarten;18246
Baumholder;55774
Baunach;96148
Baunatal;34225
Bausendorf;54538
Baustert;54636
Bautzen;02625
Bawinkel;49844
Bayerbach;84092
Bayerbach;94137
Bayerfeld-Steckweiler;67808
Bayerisch Eisenstein;94252
Bayerisch Gmain;83457
Bayreuth;95444
Bayreuth;95445
Bayreuth;95447
Bayreuth;95448
Bayrischzell;83735
Bebendorf;37308
Bebensee;23816
Beberstedt;99976
Bebertal;39343
Beblinstetten;87770
Bebra;36179
Becheln;56132
Bechelsdorf;23923
Bechenheim;55234
Becherbach;55608
Becherbach;67827
Bechhofen;66894
Bechhofen;91572
Bechstedt;07426
Bechstedtstraß;99428
Bechtheim;67595
Bechtolsheim;55234
Bechtsrieth;92699
Beckdorf;21643
Beckedorf;31699
Beckedorfer Schacht;31698
Beckeln;27243
Beckendorf;39393
Beckenhof;66955
Beckenkrug;17194
Beckentin;19300
Beckingen;66701
Beckum;59269
Bedburg;50181
Bedburg-Hau;47551
Bedesbach;66885
Beedenbostel;29355
Beelen;48361
Beelitz;14547
Beelitz;39596
Beendorf;39343
Beenz;17258
Beerbaum;16259
Beerfelde;15518
Beerfelden;64743
Beesdau;15926
Beesenlaublingen;06425
Beesenstedt;06198
Beeskow;15848
Beesten;49832
Beestland;17111
Beetz;16766
Beetzendorf;38489
Beggerow;17111
Behlendorf;23919
Behlow;15868
Behnkendorf;18510
Behnsdorf;39356
Behrendorf;25850
Behrendorf;39606
Behrenhoff;17498
Behren-Lübchin;17179
Behrensdorf;15864
Behrensdorf;24321
Behringen;99326
Behringen;99947
Behringer Schenke;99326
Behrungen;98631
Bei den Tongruben;63543
Beicha;04720
Beichlingen;99625
Beidendorf;23996
Beidenfleth;25573
Beierfeld;08340
Beiersdorf;02736
Beiersdorf;04924
Beiersdorf;16259
Beierstedt;38382
Beilingen;54662
Beilngries;92339
Beilrode;04886
Beilstein;56814
Beilstein;71717
Beimerstetten;89179
Beindersheim;67259
Beinerstadt;98660
Beinhausen;54552
Bekdorf;25554
Bekmünde;25524
Bekond;54340
Belau;24601
Beldorf;25557
Belg;56858
Belgern;04874
Belgershain;04683
Belgweiler;55469
Bell;56288
Bell;56745
Belleben;06425
Bellenberg;89287
Bellers;36208
Bellevue;74357
Bellheim;76756
Bellin;18292
Belling;17309
Bellingen;39579
Bellingen;56459
Bellstedt;99713
Belm;49191
Below;17209
Belrieth;98617
Belsch;19230
Belsdorf;39356
Beltheim;56290
Belum;21785
Belzhof;73494
Belzig;14806
Bembermühle;56203
Bembsmühle;56170
Bembsmühle;56170
Bempflingen;72658
Benckendorf;23942
Bendeleben;99706
Bendelin;19339
Bendestorf;21227
Bendfeld;24217
Bendhof;19205
Bendorf;25557
Bendorf;56170
Benediktbeuern;83671
Bengel;54538
Benitz;18258
Benjental;67435
Benken;14806
Benkendorf;29416
Benkendorf b Salzmünde;06179
Benndorf;06308
Benneckenstein;38877
Bennewitz;04828
Bennhausen;67808
Bennin;19260
Benningen;71726
Benningen;87734
Bennstedt;06179
Bennungen;06536
Benratherhof;54314
Bensdorf;14789
Benshausen;98554
Bensheim;64625
Bentwisch;18182
Bentwisch;19322
Bentzin;17129
Benz;17429
Benz;19249
Benz;23970
Benzin;19217
Benzweiler;55494
Beratzhausen;93176
Berbisdorf;01471
Berching;92334
Berchtesgaden;83471
Bereborn;56769
Berenbach;56766
Berenbrock;39638
Berendshagen;18239
Berg;53505
Berg;56357
Berg;76768
Berg;82335
Berg;83362
Berg;83546
Berg;88276
Berg;92348
Berg;95180
Berg im Gau;86562
Berga;06536
Berga;07980
Bergatreute;88368
Berge;14641
Berge;19348
Berge;39638
Berge;49626
Bergen;03246
Bergen;08239
Bergen;18528
Bergen;29303
Bergen;29468
Bergen;55608
Bergen;83346
Bergen;91790
Bergenhausen;55469
Bergenhusen;24861
Bergerdamm;14641
Bergerhof;56379
Bergewöhrden;25779
Bergfeld;38467
Bergfelde;16562
Berghaupten;77791
Berghausen;56368
Bergheim;50126
Bergheim;50127
Bergheim;50129
Bergheim;86673
Berghof;73249
Bergholz;14806
Bergholz;17321
Bergholz-Rehbrücke;14558
Berghülen;89180
Bergisch Gladbach;51427
Bergisch Gladbach;51429
Bergisch Gladbach;51465
Bergisch Gladbach;51467
Bergisch Gladbach;51469
Bergisdorf;06712
Bergkamen;59192
Bergkirchen;85232
Berglage;49459
Berglangenbach;55776
Berglen;73663
Berglern;85459
Berglicht;54426
Bergmühle;67823
Bergneustadt;51702
Bergrade Dorf;19374
Bergrheinfeld;97493
Bergschäferei;15377
Bergsdorf;16775
Bergtheim;97241
Bergweiler;54518
Bergwitz;06773
Bergzow;39307
Beringstedt;25575
Berka;99837
Berka v d Hainich;99826
Berkach;98631
Berkatal;37297
Berkau;39624
Berkenbrück;15518
Berkenthin;23919
Berkheim;88450
Berkholz-Meyenburg;16306
Berkoth;54673
Berlin;10115
Berlin;10117
Berlin;10119
Berlin;10178
Berlin;10179
Berlin;10243
Berlin;10245
Berlin;10247
Berlin;10249
Berlin;10315
Berlin;10317
Berlin;10318
Berlin;10319
Berlin;10365
Berlin;10367
Berlin;10369
Berlin;10405
Berlin;10407
Berlin;10409
Berlin;10435
Berlin;10437
Berlin;10439
Berlin;10551
Berlin;10553
Berlin;10555
Berlin;10557
Berlin;10559
Berlin;10585
Berlin;10587
Berlin;10589
Berlin;10623
Berlin;10625
Berlin;10627
Berlin;10629
Berlin;10707
Berlin;10709
Berlin;10711
Berlin;10713
Berlin;10715
Berlin;10717
Berlin;10719
Berlin;10777
Berlin;10779
Berlin;10781
Berlin;10783
Berlin;10785
Berlin;10787
Berlin;10789
Berlin;10823
Berlin;10825
Berlin;10827
Berlin;10829
Berlin;10961
Berlin;10963
Berlin;10965
Berlin;10967
Berlin;10969
Berlin;10997
Berlin;10999
Berlin;12043
Berlin;12045
Berlin;12047
Berlin;12049
Berlin;12051
Berlin;12053
Berlin;12055
Berlin;12057
Berlin;12059
Berlin;12099
Berlin;12101
Berlin;12103
Berlin;12105
Berlin;12107
Berlin;12109
Berlin;12157
Berlin;12159
Berlin;12161
Berlin;12163
Berlin;12165
Berlin;12167
Berlin;12169
Berlin;12203
Berlin;12205
Berlin;12207
Berlin;12209
Berlin;12247
Berlin;12249
Berlin;12277
Berlin;12279
Berlin;12305
Berlin;12307
Berlin;12309
Berlin;12347
Berlin;12349
Berlin;12351
Berlin;12353
Berlin;12355
Berlin;12357
Berlin;12359
Berlin;12435
Berlin;12437
Berlin;12439
Berlin;12459
Berlin;12487
Berlin;12489
Berlin;12524
Berlin;12526
Berlin;12527
Berlin;12555
Berlin;12557
Berlin;12559
Berlin;12587
Berlin;12589
Berlin;12619
Berlin;12621
Berlin;12623
Berlin;12627
Berlin;12629
Berlin;12679
Berlin;12681
Berlin;12683
Berlin;12685
Berlin;12687
Berlin;12689
Berlin;13051
Berlin;13053
Berlin;13055
Berlin;13057
Berlin;13059
Berlin;13086
Berlin;13088
Berlin;13089
Berlin;13125
Berlin;13127
Berlin;13129
Berlin;13156
Berlin;13158
